|0|1|2|3|4
394|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
395|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
396|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
397|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
398|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
399|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
400|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
401|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
402|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
403| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
404|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
405|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
406|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
407| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
408|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
409|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
410|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
411|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
412|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
413|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
414|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
415|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
416|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
417|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
418| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
419|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
420|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
421|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
422|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
423|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
424|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
425|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
426|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
427| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
428|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
429|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
430|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
431|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
432|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
433|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
434|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
435|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
436|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
437| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
438|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
439|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
440|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
441|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
442|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
443|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
444|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
445|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
446|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
447|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
448|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
449|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
450|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
451|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
452|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
453| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
454|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
455|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
456|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
457| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
458|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
459|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
460|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
461|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
462|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
463|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
464|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
465|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
466|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
467|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
468| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
469|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
470|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
471|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
472|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
473|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
474|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
475|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
476|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
477| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
478|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
479|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
480|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
481|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
482|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
483|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
484|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
485|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
486|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
487| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
488|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
489|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
490|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
491|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
492|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
493|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
494|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
495|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
496|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
497|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
498|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
499|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
500|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
501|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
502|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
503| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
504|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
505|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
506|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
507| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
508|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
509|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
510|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
511|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
512|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
513|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
514|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
515|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
516|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
517|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
518| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
519|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
520|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
521|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
522|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
523|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
524|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
525|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
526|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
527| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
528|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
529|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
530|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
531|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
532|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
533|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
534|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
535|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
536|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
537| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
538|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
539|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
540|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
541|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
542|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
543|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
544|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
545|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
546|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
547|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
548|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
549|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
550|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
551|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
552|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
553| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
554|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
555|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
556|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
557| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
558|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
559|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
560|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
561|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
562|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
563|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
564|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
565|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
566|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
567|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
568| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
569|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
570|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
571|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
572|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
573|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
574|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
575|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
576|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
577| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
578|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
579|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
580|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
581|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
582|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
583|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
584|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
585|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
586|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
587| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
588|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
589|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
590|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
591|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
592|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
593|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
594|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
595|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
596|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
597|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
