|0|1|2|3|4
1005|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
1006|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1007| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
1008|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
1009|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
1010|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
1011|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
1012|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
1013|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
1014|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
1015|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
1016|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
1017|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
1018| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
1019|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
1020|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
1021|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
1022|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
1023|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
1024|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
1025|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1026|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
1027| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
1028|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
1029|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
1030|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
1031|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
1032|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
1033|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
1034|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1035|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
1036|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
1037| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
1038|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
1039|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
1040|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
1041|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
1042|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
1043|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
1044|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
1045|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
1046|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
1047|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
1048|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
1049|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
1050|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
1051|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
1052|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1053| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
1054|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
1055|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
1056|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1057| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
1058|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
1059|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
1060|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
1061|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
1062|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
1063|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
1064|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
1065|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
1066|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
1067|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
1068| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
1069|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
1070|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
1071|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
1072|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
1073|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
1074|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
1075|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1076|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
1077| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
1078|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
1079|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
1080|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
1081|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
1082|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
1083|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
1084|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1085|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
1086|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
1087| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
1088|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
1089|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
1090|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
1091|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
1092|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
1093|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
1094|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
1095|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
1096|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
1097|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
1098|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
1099|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
1100|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
1101|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
1102|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1103| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
1104|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
1105|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
1106|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1107| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
1108|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
1109|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
1110|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
1111|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
1112|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
1113|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
1114|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
1115|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
1116|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
1117|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
1118| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
1119|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
1120|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
1121|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
1122|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
1123|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
1124|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
1125|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1126|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
1127| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
1128|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
1129|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
1130|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
1131|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
1132|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
1133|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
1134|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1135|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
1136|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
1137| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
1138|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
1139|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
1140|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
1141|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
1142|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
1143|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
1144|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
1145|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
1146|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
1147|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
1148|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
1149|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
1150|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
1151|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
1152|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1153| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
1154|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
1155|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5   Preto Samsung|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|null
1156|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1157| Moto G22 128 GB cosmic black 4 GB RAM|1.095|Antes: 1339 reaisR$1.339|em10x 109 reais con 50 centavos R$109,50sem juros|399
1158|Smartphone Edge 30 Tela 6,5'' 256gb 8gb Ram Grafite Motorola|2.733|Antes: 3999 reaisR$3.999|em10x 273 reais con 32 centavos R$273,32sem juros|null
1159|Soyes Xs13 Mini Smartphone 3g Android 6.0 Dual Sim|256|null|em8x 32 reais con 03 centavos R$32,03sem juros|null
1160|Smartphone Galaxy S21 Fe 6.4'' 5g 128gb 6gb Preto Samsung|2.573|Antes: 4499 reaisR$4.499|em9x 285 reais con 89 centavos R$285,89sem juros|null
1161|Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 64 GB power black 4 GB RAM|1.330|null|null|1542
1162|Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul |857|Antes: 1499 reaisR$1.499|em10x 85 reais con 70 centavos R$85,70sem juros|null
1163|Samsung Galaxy A13 Dual SIM 128 GB branco 4 GB RAM|1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|2830
1164|Realme 9i Dual SIM 128 GB prism black 6 GB RAM|1.279|null|null|36
1165|Samsung Galaxy S20 FE 5G Dual SIM 128 GB cloud lavender 6 GB RAM|2.399|Antes: 3999 reaisR$3.999|em10x 239 reais con 90 centavos R$239,90sem juros|1481
1166|Samsung Galaxy M13 Dual SIM 128 GB cobre 4 GB RAM|1.300|null|null|1709
1167|Smartphone Note 11 - 128gb 4gb Ram Versão Global Nota Fiscal|1.247|null|null|null
1168| Moto G52 Dual SIM 128 GB charcoal grey 4 GB RAM|1.219|Antes: 1465 reais con 37 centavos R$1.465,37|null|1792
1169|Philco Hit P8 Dual SIM 32 GB dark blue 3 GB RAM|559|Antes: 699 reaisR$699|null|1130
1170|LG K61 Dual SIM 128 GB titânio 4 GB RAM|1.070|null|null|1122
1171|Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung|719|Antes: 1099 reaisR$1.099|em10x 71 reais con 92 centavos R$71,92sem juros|null
1172|Smartphone Motorola Moto E22 64gb Azul|1.084|Antes: 1299 reaisR$1.299|em10x 108 reais con 43 centavos R$108,43sem juros|null
1173|Smartphone Galaxy A23 5g 128gb 4gb Azul Samsung|1.799|Antes: 2299 reaisR$2.299|em9x 199 reais con 89 centavos R$199,89sem juros|null
1174|Xiaomi Pocophone Poco M4 Pro Dual SIM 128 GB cool blue 6 GB RAM|1.482|null|null|789
1175|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Azul Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1176|Positivo P26 Dual SIM 32 MB preto 32 MB RAM|87|null|null|750
1177| Moto E32 Dual SIM 64 GB rosa 4 GB RAM|839|Antes: 1045 reais con 15 centavos R$1.045,15|null|1559
1178|Smartphone Realme 9 Snapdragon 680 Branco 108mp 128gb 8gb |1.559|null|null|null
1179|Samsung Galaxy Note20 5G Dual SIM 256 GB cinza-místico 8 GB RAM|3.199|null|em10x 319 reais con 90 centavos R$319,90sem juros|275
1180|Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB graphite gray 6 GB RAM|1.349|null|null|3146
1181|Smartphone Motorola Moto G42 128gb 4gb Ram Rosê|1.999|null|em10x 199 reais con 90 centavos R$199,90sem juros|null
1182|Smartphone Note 11 -128gb 4gb Ram Azul Claro +fone De Brinde|1.499|null|em10x 149 reais con 90 centavos R$149,90sem juros|null
1183|Celular Nokia 105 Dual Chip + Rádio Fm + Lanterna - Nk093|149|null|em4x 37 reais con 25 centavos R$37,25sem juros|null
1184|Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung |1.099|Antes: 1599 reaisR$1.599|em10x 109 reais con 90 centavos R$109,90sem juros|null
1185|Smartphone Samsung Galaxy A03s Dual 6.5 64gb 4gb Ram Preto|899|Antes: 1427 reais con 15 centavos R$1.427,15|em10x 89 reais con 90 centavos R$89,90sem juros|null
1186|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Preto|1.039|Antes: 1301 reais con 83 centavos R$1.301,83|null|null
1187| Moto G22 Dual SIM 128 GB cosmic black 4 GB RAM|1.020|null|null|2876
1188|Philco Hit PCS01 Dual SIM 64 GB preto 4 GB RAM|1.100|null|em10x 110 reaisR$110sem juros|118
1189|Xiaomi Mi 9T Dual SIM 64 GB preto-carvão 6 GB RAM|2.929|null|em10x 292 reais con 90 centavos R$292,90sem juros|2987
1190|Celular Smartphone Philco Hit P8 32gb 3gb Ram Dark Blue 6''|559|Antes: 699 reaisR$699|null|null
1191|Samsung Galaxy S22+ (Snapdragon) Dual SIM 128 GB white 8 GB RAM|4.699|null|em10x 470 reaisR$470sem juros|124
1192|Samsung Galaxy A04e Dual SIM 64 GB black 3 GB RAM|790|Antes: 1550 reaisR$1.550|null|6
1193|Motorola Edge 20 Lite Dual SIM 128 GB grafite 6 GB RAM|2.624|null|null|198
1194|CAT S52 Dual SIM 64 GB preto 4 GB RAM|2.985|null|null|36
1195|Celular Smartphone Tcl 201 5'' 32gb 1gb Dual Quad Core Preto|359|Antes: 499 reaisR$499|null|null
1196|Smartphone Motorola Moto E32 Dual Sim 6.5 64gb 4gb Ram Rose|899|Antes: 1665 reaisR$1.665|em10x 89 reais con 90 centavos R$89,90sem juros|null
1197|LG K52 (13 Mpx) Dual SIM 64 GB green 3 GB RAM|987|null|null|2301
1198|Samsung Galaxy A23 128gb 4gb Ram Branco|1.249|null|em10x 124 reais con 90 centavos R$124,90sem juros|917
1199|LG K41S 32 GB preto 3 GB RAM|889|null|em10x 88 reais con 90 centavos R$88,90sem juros|22
1200|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Vermelho|1.099|Antes: 1368 reais con 92 centavos R$1.368,92|em10x 109 reais con 90 centavos R$109,90sem juros|null
1201|Samsung Galaxy A03 Core Dual SIM 32 GB black 2 GB RAM|679|Antes: 1099 reaisR$1.099|em10x 67 reais con 90 centavos R$67,90sem juros|4614
1202|Smartphone Motorola Moto G32 128gb 4gb Ram 6,5 - Rose|1.099|Antes: 1368 reais con 91 centavos R$1.368,91|em10x 109 reais con 90 centavos R$109,90sem juros|null
1203| Moto G82 5G Dual SIM 128 GB branco 6 GB RAM|1.899|Antes: 2999 reaisR$2.999|em10x 189 reais con 90 centavos R$189,90sem juros|234
1204|Samsung Galaxy A03s Dual SIM 64 GB preto 4 GB RAM|809|Antes: 988 reais con 09 centavos R$988,09|null|4247
